Numéro;Date;Montant;Etat;Tiers;Catégories;Sous-catégorie;Compte;Compte virement;Mode paiement;Ref. Paiement;Référence;Projets/Biens;Commentaire
297;23/03/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
298;25/03/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
299;28/03/2022;-500,00;2;FrenchBanq;Transferts;Transfert;Livret A;;Autre;;;;
300;28/03/2022;500,00;2;Livret A;Transferts;Transfert;FrenchBanq;;Autre;;;;
301;28/03/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
302;29/03/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
303;30/03/2022;-17,25;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
304;31/03/2022;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
305;31/03/2022;-5,88;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
306;31/03/2022;-8,99;2;La Foire Fouille;Équipement du logement;Ordinateur et accessoires;FrenchBanq;;Autre;;;;
307;31/03/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
308;31/03/2022;-96,76;2;Siv Carte Grise;Auto/moto;Entretien/réparations;FrenchBanq;;Autre;;;;
309;31/03/2022;-53,00;2;Restaurant;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
310;31/03/2022;-55,00;2;Habillement : Accessoires;Habillement;Accessoires;Retrait d'Espèces;;Autre;;;;
311;04/04/2022;-122,65;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
312;04/04/2022;-87,64;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
313;04/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
314;05/04/2022;-86,41;2;Intermarche;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
315;05/04/2022;-44,03;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
316;06/04/2022;974,78;2;CPAM DE L'ARTOIS;Autres revenus;Pension Invalidité;FrenchBanq;;Autre;;;;
317;08/04/2022;-102,52;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
318;11/04/2022;-10,00;2;Café des Voyages;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
319;11/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
320;11/04/2022;-35,00;2;Au Coin de la F;Divers;Divers;FrenchBanq;;Autre;;;;
321;11/04/2022;-19,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
322;12/04/2022;-23,50;2;Gourmet King;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
323;12/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
324;14/04/2022;-114,87;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
325;14/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
326;19/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
327;19/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
328;19/04/2022;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
329;19/04/2022;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
330;19/04/2022;-25,00;2;Casse de Don;Auto/moto;Entretien/réparations;FrenchBanq;;Autre;;;;
331;19/04/2022;-15,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
332;20/04/2022;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
333;25/04/2022;-96,70;2;Tomate cerise;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
334;25/04/2022;-82,50;2;El Ristorante;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
335;25/04/2022;-15,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
336;25/04/2022;-8,90;2;Pharmacie Deslier;Santé;Pharmacie;FrenchBanq;;Autre;;;;
337;25/04/2022;-15,07;2;Action;Équipement du logement;Ordinateur et accessoires;FrenchBanq;;Autre;;;;
338;28/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
339;30/04/2022;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
340;30/04/2022;-14,50;2;Restaurant;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
341;30/04/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;Retrait d'Espèces;;Autre;;;;
342;30/04/2022;-20,00;2;Carburant;Auto/moto;Carburant;Retrait d'Espèces;;Autre;;;;
343;02/05/2022;-32,00;2;Friterie Regis;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
344;02/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
345;04/05/2022;-20,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
346;04/05/2022;-30,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
347;04/05/2022;30,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
348;04/05/2022;-43,87;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
349;05/05/2022;984,28;2;CPAM DE L'ARTOIS;Autres revenus;Pension Invalidité;FrenchBanq;;Autre;;;;
350;05/05/2022;-6,77;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
351;05/05/2022;-20,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
352;09/05/2022;-14,70;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
353;09/05/2022;-19,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
354;09/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
355;10/05/2022;-23,80;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
356;11/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
357;11/05/2022;-61,14;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
358;12/05/2022;-36,00;2;Le Kiosque a pizza;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
359;12/05/2022;-31,98;2;Amazon;Équipement du logement;Équipement du logement;FrenchBanq;;Autre;;;;
360;12/05/2022;-62,89;2;CroquetteLand;Animaux domestiques;Alimentation;FrenchBanq;;Autre;;;;
361;13/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
362;16/05/2022;-13,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
363;16/05/2022;-259,25;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
364;16/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
365;16/05/2022;-30,20;2;Intermarche;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
366;18/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
367;19/05/2022;-10,00;2;Amazon;Équipement du logement;Équipement du logement;FrenchBanq;;Autre;;;;
368;20/05/2022;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
369;23/05/2022;-10,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
370;23/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
371;23/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
372;25/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
373;27/05/2022;-38,48;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
374;30/05/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
375;30/05/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
376;30/05/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
377;31/05/2022;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
378;31/05/2022;-12,84;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
379;31/05/2022;-0,64;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
380;31/05/2022;0,64;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
381;31/05/2022;-400,00;2;Ma Tirelire;Transferts;Transfert;Livret A;;Autre;;;;
382;31/05/2022;400,00;2;Livret A;Transferts;Transfert;Ma Tirelire;;Autre;;;;
383;31/05/2022;-0,53;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
384;31/05/2022;0,53;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
385;31/05/2022;-10,50;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
386;31/05/2022;-17,50;2;Restaurant;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
387;31/05/2022;-10,00;2;Delphine;Soins de la personne;Coiffeur/esthéticienne;Retrait d'Espèces;;Autre;;;;
388;31/05/2022;-24,11;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
389;01/06/2022;-200,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
390;01/06/2022;200,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
391;01/06/2022;-1,21;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
392;01/06/2022;1,21;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
393;01/06/2022;-44,67;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
394;01/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
395;02/06/2022;-2,23;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
396;02/06/2022;2,23;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
397;02/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
398;02/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
399;02/06/2022;-13,65;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
400;02/06/2022;-10,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
401;02/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
402;02/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
403;02/06/2022;-2,28;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
404;02/06/2022;2,28;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
405;03/06/2022;-18,04;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
406;04/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
407;06/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
408;06/06/2022;-33,50;2;Bauvin Snack;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
409;07/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
410;07/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
411;07/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
412;07/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
413;07/06/2022;-44,66;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
414;07/06/2022;-1,68;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
415;07/06/2022;1,68;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
416;07/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
417;07/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
418;07/06/2022;-0,90;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
419;07/06/2022;0,90;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
420;07/06/2022;-0,68;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
421;07/06/2022;0,68;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
422;07/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
423;07/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
424;07/06/2022;-200,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
425;07/06/2022;200,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
426;07/06/2022;1011,82;2;CPAM DE L'ARTOIS;Autres revenus;Pension Invalidité;FrenchBanq;;Autre;;;;
427;08/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
428;08/06/2022;-43,87;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
429;09/06/2022;-19,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
430;09/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
431;09/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
432;10/06/2022;-19,00;2;Amazon;Équipement du logement;Équipement du logement;FrenchBanq;;Autre;;;;
433;10/06/2022;-7,00;2;Amazon;Équipement du logement;Équipement du logement;FrenchBanq;;Autre;;;;
434;10/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
435;10/06/2022;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
436;10/06/2022;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
437;13/06/2022;-63,30;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
438;13/06/2022;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
439;13/06/2022;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
440;13/06/2022;-0,35;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
441;13/06/2022;0,35;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
442;13/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
443;13/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
444;13/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
445;13/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
446;14/06/2022;-49,00;2;Amazon;Abonnement/factures;TV/câble;FrenchBanq;;Autre;;;;
447;14/06/2022;-18,96;2;Amazon;Équipement du logement;Équipement du logement;FrenchBanq;;Autre;;;;
448;14/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
449;14/06/2022;-210,65;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
450;14/06/2022;-19,90;2;Carter Cash;Auto/moto;Accessoires;FrenchBanq;;Autre;;;;
451;14/06/2022;-0,95;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
452;14/06/2022;0,95;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
453;14/06/2022;-3,17;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
454;14/06/2022;3,17;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
455;15/06/2022;-0,95;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
456;15/06/2022;0,95;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
457;15/06/2022;5794,59;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
458;15/06/2022;-2,45;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
459;15/06/2022;2,45;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
460;15/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
461;15/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
462;15/06/2022;-10,53;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
463;15/06/2022;10,53;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
464;15/06/2022;-1,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
465;15/06/2022;1,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
466;16/06/2022;-21,24;2;Amazon;Divers;Cadeaux;FrenchBanq;;Autre;;;;
467;16/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
468;17/06/2022;-51,48;2;Leclerc;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
469;17/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
470;17/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
471;17/06/2022;-180,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
472;17/06/2022;180,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
473;17/06/2022;-5700,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
474;17/06/2022;5700,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
475;18/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
476;19/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
477;20/06/2022;-8,88;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
478;20/06/2022;8,88;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
479;20/06/2022;-1,78;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
480;20/06/2022;1,78;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
481;20/06/2022;-1,06;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
482;20/06/2022;1,06;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
483;20/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
484;20/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
485;20/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
486;20/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
487;20/06/2022;-2,57;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
488;20/06/2022;2,57;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
489;22/06/2022;-35,54;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
490;23/06/2022;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
491;23/06/2022;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
492;23/06/2022;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
493;23/06/2022;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
494;23/06/2022;-100,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
495;23/06/2022;100,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
496;24/06/2022;-24,70;2;Le Kiosque a pizza;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
497;24/06/2022;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
498;24/06/2022;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
499;25/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
500;27/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
501;27/06/2022;-38,47;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
502;27/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
503;27/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
504;27/06/2022;-1,24;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
505;27/06/2022;1,24;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
506;27/06/2022;-80,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
507;27/06/2022;80,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
508;28/06/2022;-29,63;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
509;28/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
510;28/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
511;28/06/2022;-1,92;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
512;28/06/2022;1,92;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
513;29/06/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
514;29/06/2022;-24,47;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
515;29/06/2022;-1,48;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
516;29/06/2022;1,48;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
517;30/06/2022;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
518;30/06/2022;-27,51;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
519;30/06/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
520;30/06/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
521;30/06/2022;-1,22;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
522;30/06/2022;1,22;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
523;30/06/2022;-100,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
524;30/06/2022;100,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
525;30/06/2022;-20,00;2;La Civette;Alimentation;Café/Bar/Tabac;Retrait d'Espèces;;Autre;;;;
526;01/07/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
527;01/07/2022;-20,99;2;Stokomani;Divers;Cadeaux;FrenchBanq;;Autre;;;;
528;01/07/2022;-100,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
529;01/07/2022;100,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
530;01/07/2022;-35,90;2;PIZZA MAXIME;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
531;01/07/2022;1009,18;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
532;01/07/2022;-1,38;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
533;01/07/2022;1,38;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
534;03/07/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
535;04/07/2022;-32,22;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
536;04/07/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
537;04/07/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
538;04/07/2022;-0,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
539;04/07/2022;0,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
540;04/07/2022;-1,80;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
541;04/07/2022;1,80;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
542;04/07/2022;-1,05;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
543;04/07/2022;1,05;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
544;05/07/2022;-10,00;2;Au Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
545;05/07/2022;-43,87;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
